label,text_a
1,"欢迎入住#Dusit Thani Maldives#,期望在这里能带给您一个难忘的假期[江南style][心][嘻嘻]"
1,洋洋说北京开空调了![哈哈]着实好凉快!
1,可以选三个吗？236[爱你]
1,小小调整以下，即使和原片对比，也还是显得挺自然的吧。[亲亲] 按惯例，点击“查看原图”
1,原来小玉如此养眼[吃惊][哈哈]
1,[爱你]亲爱的好早，现场感受怎么样？艺术了吗？小蜜蜂在微博上会呈上各种细节哦，不要只被手中丰富的手工包吸引啦。[偷笑]
1,新发型诞生 举报那个谁谁不务正业[哈哈]
1,下午去听@张永和 老师的讲座，开心开心开心[哈哈]！
1,下面那个超有范儿！话说你们的新工服很帅气耶[鼓掌]
1,今天的主角――南极舞者[哈哈][哈哈][哈哈]
1,[鼓掌]//@印象中国风: 冬天泡泡温泉神马的，最幸福啦！古色古香温泉走起~
1,这个比喻恰如其分，[哈哈] //@蜜丝简-王姬兰:葛朗台。。。。。。//@Steph_deng:转发微博
1,回复@绿叶之谊:[鼓掌] //@绿叶之谊:[ok]
1,胃晚上吃的戈拿旺巴西烤肉，好多好多好多。。。三角肉[嘻嘻]
1,天气好的话，在63层大堂酒廊还可以看到西山呦！换个角度看北京，不错吧？//@Brian双强：时而转发下，周期循环利用[哈哈] //@RK江少樵：@北京柏悦酒店 //@RK江少樵:?胡小 笛?北京 柏悦酒店，当然有，窝们的下午茶在６３ 层！！！ //@胡小笛:@RK江少樵 请问北京的也有吗？
1,回复@光舞帝:民族的才是世界的！是这么说吧[嘻嘻] //@光舞帝:终有一天，我们中国会变成世界厨房[哈哈][哈哈][哈哈]
1,这么便宜！！！！有没有亲心动了想走一个？[哈哈] [哈哈]
1,呵呵，欢迎有时间来小店坐坐！[嘻嘻]//@王二毛Faye:京城独此一家，大龙虾真心很不错！！！?http://t.cn/z8tuudw
1,说实话，我还挺喜欢星尚频道的《爱我生活》这首歌的...尤其是彦池的“我爱狗狗”和路易的“我爱读书”，顺带也喜欢这俩主持人了吧~[嘻嘻]
1,#品质领航问鼎东方2012东方卫视优质资源推介会#@今晚80后脱口秀 有王同学的脱口秀哦DJ哥哥正在准备 很帅哦[爱你][心][花]
1,[哈哈][嘻嘻]我果然学会了
1,哈哈哈哈～[哈哈]
1,回复 @李小妮:你应该跟我们一起，最后我们一把全收[花心] //@李小妮:不错啊！早知道留下了[泪] //@朱润润:筹码，我们赢了瓶香槟[哈哈]  //@NickyMeng:什么东东啊？  //@LOCAAMANDA :  @四月伤不起     @嘴角微扬0125     @我是王京
1,我家的小美女，臭美妞一枚[嘻嘻]
1,证明女孩子的确不比男孩差，[嘻嘻] 那天真的很辛苦，但看到之后的作品和得到客户的认可，我们还是值得的。加油！努力！[酷]
1,[哈哈][哈哈] //@董郎dxp:[哈哈][哈哈][哈哈] //@老梁-有话说:哈哈哈[鼓掌]//@王朔有话说:哈哈哈[鼓掌]
1,旅游界才子@志俊sun 与@马晓晖二胡 共同演绎＜夜来香＞。默契哦！[鼓掌]
1,"亲爱的梁蕾你好，今天我到医院拿化验结果是阴性，癌细胞在正常范围内了，这下你就放心好了，有百莲老师的指导和象你这样爱我的家人给予我支持和帮助，一切都会是好的！(转发雪琴姐讯息, 这是#奇迹海#家族发生的又一个奇迹! [鼓掌][鼓掌][鼓掌] 祝福大姐! [赞])"
1,哈哈哈哈哈 //@王小亚:[哈哈]//@我是MISS南: 哈哈哈哈哈哈哈哈哈哈哈哈 //@薛奶精:哈哈哈哈哈哈哈真棒！
1,不要激动，好好吃[嘻嘻][嘻嘻]
1,赵老师的小品挺逗的[兔子]//@桃门清角: 怀念 //@透露社社长:[哈哈]
1,"这叫美图秀秀,手机上下载的。我也是别人帮我下的[鼓掌][鼓掌]//@黄协秘书长胖子张悦:你还会把照片这样发！我都不会！"
1,28块金牌，重回第一。[鼓掌]
1,"我试了，买了cl就没买这个，花的900欧有点不值 //@面面面的面:@谁的木头人 ，这个简直就是为了你而设计的[鼓掌]//@巍--子: OR--@KIROIC ,的合作款吗？？？"
1,//@相声演员高峰:农历二月初八！[鼓掌][鼓掌][鼓掌] //@郭德纲:319播出，319哦[哈哈]
1,@回忆是菇凉 @清清0008 @非然Miss MM们，你们怎么看？[偷笑]//@九都虞家: 这个活动能少了我们这些人吗，[哈哈][哈哈][哈哈]@天空永远蔚蓝 @记者吴永俊 @发哥发微
1,这个gif图好给力啊。。猫打打萌死啦。。。[可爱]
1,[哈哈][哈哈]这个真心笑了，，哈哈
1,可惜木有安卓版，坐等[嘻嘻]
1,[嘻嘻][嘻嘻]可爱的狗狗
1,#e活动#开心一刻 [爱你][哈哈]
1,回复@silent599:每天三?五花腩。//@silent599:蔡生，怎么吃才肥一点求指教？[可爱]//@蔡?:回复@yongxinlee:?????，永不?。//@yongxinlee:蔡生，钱要赚到多少算够？
1,落跑新郎是吗[晕]//@全图解:[哈哈]
1,??[嘻嘻]
1,哈哈哈。你比蔡康永壮多了。[嘻嘻]
1,[鼓掌]//@Lomography三里屯店: LOMO市集明日开集～各种古着、复古小玩意，尽在lomography三里屯店～
1,日，谁才是今天的无产阶级？ //@任志强: [哈哈][哈哈]日报只掠夺财产权。
1,回复@可以泡脚的电饭锅: [哈哈][可爱] //@可以泡脚的电饭锅:我喜欢这双眼睛！
1,他们说我今天是粉红女！哈哈，一身粉嫩！[哈哈]
1,有空来作客，主人愿意三陪![哈哈][哈哈][可爱][嘻嘻] //@兔牙白又亮:好美的地方[花心]  //@?明?姐-行敏:@兔牙白又亮 供你欣赏!，感谢你的羡慕  //@Judy植田竹子:羡慕嫉妒恨！[花心]
1,阳台果然是拍照的好场所呢[爱你]
1,多背一公斤全职美女工作人员！[哈哈]
1,这就是回家的意义~有碗面等你[爱你]
1,回复@山色空蒙羽亦琦:哈哈，这个叫法与河鱼类同 //@山色空蒙羽亦琦:是叫幽灵午休吗？ //@孙伟业_京华:以前车友出去玩，抬过最轻的车是云雀[哈哈] //@昙花非落: 哈哈，四大汉能抬起奥拓，能抬起奥迪吗
1,[哼] 真正的吃货啥也不怕！[嘻嘻][耶]//@北京五洲皇冠假日酒店:[哈哈]，亲，您还真做了一个对比，太给力了~这真是适合各种吃货~ @大眼儿猫咪 @拈花微笑0n_n0 @开心ivar @玉墨儿 @miss_katie @北京吃货大队长 ~[bed弹跳]
1,#李公堤御庭#活力苏州，传统苏州，水乡苏州，一边是传统园林的优美与静雅，一边是摩登城市的繁华和光影，不同的视觉，不同的苏州感受?而李公堤上的御庭有异曲同工之效喔，欢迎亲们来苏州喔喔[嘻嘻][鼓掌][鼓掌]
1,自己动手，丰衣足食[嘻嘻]
1,人生旅程无非两种，一种只是为了到达终点，那样生命便只剩下了生与死的两点；另一种是把目光和心灵投入到沿途的风景和遭遇中，那么他的生命将是丰富的。――米兰?昆德拉。[太阳][太阳][太阳]早安，重庆！我将开始忙碌而充实的一天[太开心][耶][心]
1,秒拍#李云迪工体新年音乐会#，赢门票[耶][太开心] http://t.cn/8kmdagk（来自@秒拍 http://t.cn/zQwVyZf）
1,内卡河、古堡、超级大酒桶、木结构小火车，雪天的海德堡别有风情哦?[爱你][花心]
1,[鼓掌] 很可惜错过了周二付总的创意菜[泪]//@太原国宏: [鼓掌] //@付洋Kenny:我们一直朝着高端美食的发展方向去努力，希望将来可以做到向@优品杂志 [赞][话筒]一样的理念＂ 一本只容纳高端品牌的杂志一份少数派的生活报道＂！做到美诺 Miele 家电一样，被誉为家电中的“劳斯莱斯＂。[威武]再次感谢@杨
1,[鼓掌]I love you too!!!!!
1,当当最近五折，我自己准备买上几本[嘻嘻]
1,虽然只相隔两日，但我又开始想念@福记港式茶粥面 的干贝?仔粥了.干贝饱满大小统一，颜色洁白。?仔更是朱姐家自己养的，没有腥味很鲜美。在粥里还放了基围虾吊鲜，最后晒上芹菜提香，料多实在。怎能让人不怀念。[爱你][花心]
1,[哈哈]生活再苦再累，请在心里对自己说：给老子笑。
1,哎哟，不错哟！[爱你]
1,回复@娅可:精辟！[哈哈] //@娅可:[偷笑]结论：教育很重要
1,太TM形象了！有木有！[哈哈]@言午日免
1,现在是胆大的撑死，胆小的饿死！ //@星硕-袁学娅:太多了，有的把银行的资金都长袍短套在身，脱下后，[哈哈][哈哈][哈哈]@赵焕焱 @peng树挺 @annie杜琳 @赵焕焱 @荫子2011
1,生意兴隆@旺顺阁 [礼物]//@哗啦啦网_上海: //@旺顺阁: 财富购物中心店好热闹有木有~年前来用餐的客人好多[爱你]
1,[哈哈][哈哈]//@Patty_Leek:哈哈哈哈哈哈//@?甚麽的: 转发微博
1,好好享受塞舌尔的美丽吧[嘻嘻]~~~//@SmallLuxuryWedding: #塞舌尔#的海第三发！同一天拍摄到的不同时间、不同地点的海边景色！每个角度看都是美啊～～[威武]
1,[哈哈]很期待呢
1,[哈哈]看过的都说好！书中的论点真实又务实，男人们，不服来辩[来]
1,去香港，这也是个旅游景点[哈哈]，快点这个链接http://t.cn/zj6tnY7，更多美食套餐，价格实惠啊[鼓掌]
1,精英少，关键还有装精英的。//@钱文忠：[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌] //@严锋:真正的精英应该是精神上的英雄，这种精英完全是中国最稀缺的资源。
1,乡下的户外野炊 我最爱的是菜糊糊 来自莴笋叶的无敌美味[嘻嘻] @新浪江西 #水墨中国 新浪名博江西行# @中国最美的乡村婺源 @一汽-大众南昌欧亚 @新浪江西城市频道
1,乔口越来越热闹哦[鼓掌] //@余岁柏: @童彬原 @谭暑? @微笑的杨怀宇 @非彼黄晓明 @长沙杨柳 @中华安志强 @陈员外2010 @凤凰姑娘慧子 @凤绫杨健 @何高峰v @何治中 @爱晚小马哥 @俺不把你哄 @奥神刘来 @carmen小?女 @策划人陈胜 @陈晓丹LYNN @旅王小妹 @美食达人老魏 @公民老谢 @长沙谢栋 @梧桐阳国栋
1,#端午节快乐#Vacer们好好享受这个用连续7个工作日换来的小长假[偷笑][鼓掌]#Club-Vac#祝愿大家阖家欢乐，万事如意[太开心][太开心]
1,梵，赶紧的//@笑到你肚子疼:哈哈哈，要不要来一发[哈哈][哈哈]
1,昨天两集中最大的笑点！！[哈哈][哈哈]//@陈赫: 我真的笑翻了！当时拍戏的时候也是全场笑翻了！完全即兴的！我服了自己了！[嘻嘻][嘻嘻][嘻嘻] //@陈耘康康:卧槽~~~果断手机彩铃！！！！小东西长的真别致！！！
1,#汪汪在旅途#May 的沙滩[爱你]
1,加油，浮躁的当下，这份坚持太宝贵了[爱你]
1,[鼓掌] //@佐罗小爱:老房一百年//@果果de幸福生活://@天天夏夏在北京://@钱包MM://@请叫我皇阿玛://@JieZhuang:[围观] //@牙牙XXL: 转发微博
1,[哈哈]品味私房茶！ @上海成功会所 @求放心斋主人 @吴向九 @上海红骏茶业 @武夷山红骏茶业 @陈烟旧雨
1,回复@南宁地铁之星:[鼓掌]太棒了！ //@南宁地铁之星:开了一段时间了，由原来的南宁至广州两趟列车中的一趟延长至深圳 //@小峻film:开通了？ //@POCO南宁站: [鼓掌]南宁直达深圳的列车呦
1,[哈哈]//@张辉forestsong: 对于网易，我一直比较敬重
1,#自驾川西#哈哈捡到一漂亮孩儿，像俺不[哈哈]一会儿再捡个孩儿她爸。[哈哈][嘻嘻]
1,欢迎大家踊跃参与。//@裕波: [嘻嘻]@盛大创新院
1,对@花间堂周庄季香 说: 读到花间堂创始人的访谈，于是火速电话预订周庄花间堂客房一间，要的就是这个想到就去的范儿，嘿嘿[酷]。文中说“花间堂不是简单意义上提供一个住的地方，而是提供一种有感情、有生机、有文化的互动式体验的融合”，是否如此，周末即见分晓[太开心]
1,#爱完整#活动获奖名单：一等奖：@missjennyjenny 二等奖：@王子? @恋上焦糖的笑笑 三等奖：@山茶花遇上香奈儿 @传说有壹佰贰拾斤的俪 @babyzhe821 ，请中奖粉丝通过私信将联系地址、邮编、收件人姓名、联系方式告诉 @马勒别墅 ，我们会尽快已快递的方式送上礼品。[可爱] 国庆长假，来体验一番吧~
1,爱旅行，好心情[哈哈]，亲照片拍的不错噢
1,回复@加勒比海欢:[爱你] //@加勒比海欢:妞妞辛苦，给姐捡条命，时间安排着实紧张，回来大补汤伺候！[茶]
1,直接上推子……[嘻嘻]
1,[哈哈]//@李珍----传递日本: 第三张是我家小猫经常干的事。//@风中的千里路: 转发微博
1,[威武] //@雅座白昱:[鼓掌][拳头] //@边疆边吃边说:论坛研讨了目前餐饮企业最为关注的具体问题，很有实际指导作用。这种论坛最大的作用在于指导企业在大投入前认真考量。
1,顶！哈哈哈 //@小小宁0713:必须珍惜? // @猫里猫气的耗子 :好好珍惜我吧[哈哈]
1,如此美味！ //@关注旅行:真的好励志 [哈哈]   @美食资讯
1,我业余爱好！ //@王琨-有教师资格证的王老师:好么，你们俩上这个课干嘛啊？当老师去？//@王善勇-火龙果儿:是一甲 //@隅幽阁主:有天津话一甲考试吗？我可以试试～[太开心]
1,回复@某某某看上冰球了:没事儿，这是我应该的。来的人越多我越高兴 //@某某某看上冰球了:谢谢！！！上次就是您帮约嗒[嘻嘻] //@马剑是谁:到店里看看，应该没问题，多少人，几点。贵姓
1,我们喜欢好声音，不喜欢二货！[哈哈] //@旧书楼中听惊雷:无关乎情节，只在于声音。2货是不懂的。 //@天外游荡的风: 好个狗官，为了这个好声音俺周末MaJiang也懒得成局，难不成被“尊驾”搅局？你喜欢的多是我等恶俗的，我喜欢的多是尔等恶评的，大人歇了个去！！
1,哈，雷老师，你这样写我，也太生动了吧[嘻嘻]――怎么看都觉得我：要么，是个探头探脑的好奇小姑娘；要么，就像那探头探脑挖地雷的渡边小队长！[偷笑] @阿依不爱吃汤饭 @西域阿藤 @杨珍囡囡
1,#去哪儿积分商城#点评入住酒店换好礼，商城限时五折积分兑换[给力]！你旅途中、生活中需要的各种物件儿，iPad Mini、酒店免费房、手机移动电源、无线路由……应有尽有！你还在犹豫什么！走！逛商城去：http://t.cn/8ki47pv 另最新晋高级点评达人@桐妈1011 已经成功以五折积分兑换了iPad Mini2 [鼓掌]
1,#比如唠叨与琐碎#拉着窗帘在床上待了二十个小时后 世界变成了介样……[吃惊]好吧 起床准备打鼓[太开心] 话说本周又买不了鼓了 他们不送货不安装这件事让我买鼓的计划一再得不到实现[怒]总也找不到合适的时间和方法把那么多大件带回家然后找个合适的人来安装~[抓狂]
1,@商烊Emma @davi_s弧线 第一个想到的是你俩 [哈哈] 那天的战争真的是太精彩了 [偷笑] @VickieLi //@方十三姨: @Kathy-0_0-Kang：CN....侬滴心声呀........
1,麻省海滩的日落，海水平静的外表下，其实这里有着大白鲨鱼群出没。（海鸥胶片拍摄~）整整的阴云密布下难得还看得到太阳，PS：麻省的龙虾是出了名的好吃。[哈哈][呵呵][馋嘴]
1,好像有解决方案了， 50块钱了事， 啥都不用了[哈哈]//@苏杭-移动互联网用户: 说要ICCID才能处理， 可卡背面ID的已经剪卡剪没了。 打电话给联通客服也说提供不了ICCID。 我还是个球被来回踢！//@苏杭-移动互联网用户: 表扬 @中国联通上海客服 批评@京东 前者拿了我联系方式1小时之内联系了。
1,上山啦[可爱]
1,//@极品乐鉴-DiM: [可爱] //@这么受欢迎呢: 舒缓静谧
1,"哇哦~ //@永俊腕表潘俊: 快点，别连保镖都没了[偷笑]//@杨云飞cloudyyang: 别拦着我啊，我现在打飞的过来当保镖吧[酷]安提凯希拉I,II让我戴戴[嘻嘻]"
1,期待我们的制服趴[嘻嘻][圣诞铃铛] 同志们[爱你]
1,[嘻嘻] @上帝是仁慈的
1,真不错，要是有“食堂”看上我们，最好能在中秋节这一天把来咨询站咨询的游客全送了月饼多好！有人吗[爱你] //@米子柚：有人说，智慧是在压迫中产生的。
1,#代友求租# 二、四、六号线沿线单间，四月初入住，请朋友帮忙。[亲亲]
1,哈哈 微博搜了下HBO 发现了好几个主持人[哈哈] 都是夜游神 大家都在看死神IV啊
1,有什么不一样呢？[哈哈][哈哈]//@王永森johnson:再次祝贺！微时代，有了微博，有了微信，各方面，大不一样！//@王永平商业地产: 贺！ //@商业地产王三炮:名流会，微传播，云分享，大未来！@姜汝祥 @谭小平_微营销 @张何 //@梁飞建-商业地产酒店:祝贺！ //@成都王长旭: //@王永森johnson://@黄文杰AAA:
1,今天有幸认识民族饭店的美籍大厨Paul，并吃到了他亲手制作的chess cake入口即化哦[馋嘴] 感谢@热点红姨  的推荐[亲亲]只可惜今天没能见到红姨，听说病了要保重哦@BTV火旺 @传媒老王 @传媒老王 @边疆边吃边说 @东方美食杂志编辑于勇 @韩姐教你下厨房 @热点联盟 我在这里:http://t.cn/zjtuMMO
1,那可怎么递给你呢//@阿怪-------: [嘻嘻]老郭说~就不~//@麻辣诱惑陈云华: 私信个地址呗//@阿怪-------: [嘻嘻]神州行！我看行哦?！[转发]//@麻辣诱惑陈云华: 那就再来个粉色的，让他俩也过个情人节[心]//@阿怪-------: 回复@麻辣诱惑陈云华:[抓狂]不拆~不拆~就不拆！找个位置供起来
1,好的。[嘻嘻] //@桔子水晶袁超:张贴到员工天地，例会时要表扬，要广而告之[鼓掌][鼓掌][鼓掌]
1,而我的梦、从不能遗忘、漂流的季节思念在飞翔……  而“你”的梦哪[调皮][爱你]
1,家里已经有一个从济州岛泰迪熊博物馆请回来的小熊啦，希望能给大宝儿再赢一个[爱你]@ILove红烧肉 @大咪宝儿 @最爱丹丹妈
1,哇哦，福利多多，今晚21:10#中国梦想秀#不见不散喔~参与互动，继续来赢@水密码 精美礼品！！[亲亲]
1,回复@安安的台湾茶:有机会去马连道的话讨一杯尝尝可以吗？ //@安安的台湾茶:回复@荣雪斌:[嘻嘻]
1,好看，支持[呵呵]//@齐元:哈哈！[哈哈][哈哈]一起吧！期待新人的表现！
1,没我 //@火狐传媒-老李:我呀白了羊了//@燕赵贾俊秋:我最可能是富婆[鼓掌]钱，来呀[酷] //@大妈时代1980: 奶奶的，我啥时能成富婆？[泪]不准嘛[挖鼻屎]
1,这么凉快的周末真应该散步逛街，或户外吃饭。[嘻嘻]大家有这样的感觉吗？
1,人家七月半都过完了，俺们村现在才过，好日子不能错过[哈哈]
1,#越南海警船威胁我国海监船#全世界的大国小国都在欺负中国，只有朝鲜是我们的好朋友[哈哈]
1,兼职黄牛？[嘻嘻] //@Marina邓静:很简单，人家在排队[酷]//@薛蛮子:转发微博
1,[哈哈]//@Shawn_B2M: 哈士奇一定全种族都是处女座！//@ada羊: [怒]
1,I love shanghai~[爱你]
1,"#京城秋色# 在密云偶遇一只美丽的红蜻蜓,暮然想起小虎队的那首歌""看那红色蜻蜓飞在蓝色天空,游戏在风中不断追逐他的梦,天空是永恒的家,大地就是他的王国,飞翔是生活;我们的童年也像追逐成长吹来的风,轻轻地吹着梦想慢慢的升空,红色的蜻蜓我小时侯的小小英雄,多希望有一天能和它一起飞”[爱你]@微驴友"
1,装呗！！//@姚小花儿: 掉价！[立志青年]//@Yota_Do: @姚小花儿 [哈哈]造呗！
1,我想体验，哈哈 //@ameatnet:回复@紫色流星云30:体验排队。 //@紫色流星云30:回复@ameatnet:就是凑个热闹，看看到底有多火爆。[嘻嘻]
1,这专业挺好的[哈哈]
1,[赞] //@陈鸣雁CAROL:赞一个！宽容悦己悦人//@五阿哥1908217051:早安！[太阳] 宽容一点，看淡一点，悦人悦己！[赞][鼓掌]
1,预祝大卖[鼓掌][鼓掌]
1,阿伊土鳖公主和驸马 //@英式没品笑话百科:#春晚##没品春晚#[哈哈] //@丁丁张:啊哈哈哈哈哈哈哈哈。 //@一头活猪:蟠桃会的节奏...
1,生日快乐[嘻嘻][嘻嘻]
1,[哈哈][哈哈][哈哈]谢谢亲爱的队友们[偷笑][偷笑][偷笑]照片真是美好的回忆阿[围观]
1,"#去你的部落#剧透剧透，给粉丝再多一点关于第三季的剧透吧//@行者梦野: 是不够看,其实台上一分钟台下一年功啊.下一季部落拍摄计划是在非洲埃塞俄比亚肯尼亚坦桑尼亚赞比亚,起名<去你的俄比亚>.#去你的部落#@PPTV旅游 //@蜜斯莎Anne:啊？就这样结束了？我还没看够[泪]期待第三季[爱你]"
1,"你个色狼！ //@苏小星的秘密花园:@魏小扫 好想和你一起做美甲啊呀呀！！想暴了[爱你] //@上海沃画报: 【@Doll_Nail_Lounge 周年店庆#全场六折优惠#】老式洋房里的摩登美甲会所,一周年庆典美甲/美睫/脱毛/产品都#六折优惠#，想扮靓的MM们赶紧的，新年要有新气象哦！>>>http://t.cn/zltSurl"
1,回复@能猫老徐:这个是红外片//@能猫老徐:这色调很有感觉[鼓掌]
1,@一花十方  //@吴忠平Studio:[哈哈]@颢影 @WOO-DY @美丽Winnie
1,走着美妞//@野千寻: 心动不如行动哈，大家通通动起来[爱你][爱你][爱你]@酒窝果果AK @北京-橙色咖啡 @六零先生
1,[哈哈]//@甘豆米:摘录到《幸福人生小报》 http://t.cn/8FdfOaM
1,最近畅游湘江的，是不是觉得不用带香皂就洗的特干净？//@北京媒婆它爹: 万一被犯罪分子知道就[泪][泪][泪][泪][泪][泪][泪][泪] //@如视我闻:[鼓掌] //@作家天佑-:我次奥
1,今天把昨亏肚子的都补回来了！吃了大餐了！[哈哈]
1,重温难忘的样板戏年代?[鼓掌][鼓掌][鼓掌]
1,走过、路过的蟹粉注意了[话筒]，此节目里涉及到我们家和@黄记煌 哦，注意收听啦[嘻嘻]@李老爹-李德义  @花家怡园花雷 @权金城-叶瑞慈  @玉林餐饮--邹胜利   //@廖承军:也希望加深与支付宝的合作 //@金梅央:两岸咖啡全面推广手机点单、 //@廖承军:创新与电商的结合无处不在
1,要不咱微博征上面的吧! //@法国人朱力安:你的意思是我们仨男的在下面？[偷笑][哈哈]//@清蒸月月鸟:你回来我们让你睡我俩中间！//@法国人朱力安: 快回来，我和@清蒸月月鸟 等着照顾你[嘻嘻][偷笑]//@库班克:@法国人朱力安 @清蒸月月鸟 绝对的好基友啊！
1,太可爱了[哈哈]@小莱坞 你们见过如此英俊的宝宝吗//@何筱米AMY:你怎敢把我们的私房照发出来！豆粥以后会恼我！
1,[威武]//@罗军: 途家将在此发布会上宣布与中航地产全国的战略合作。中航的业主，未来有福了。[哈哈]
1,【关注元宵 有天有礼】现在除了湖南卫视之外，全国所有高铁站也可以看到元宵宣传片了[鼓掌]作为唯一在元宵夜直播的晚会，我们欢迎大家和你身边的元宵宣传片合影（电视或高铁出现时合影）[耶][照相机]上传并#2013元宵喜乐会#@快乐大本营 [得意地笑]我们将抽选幸运者送出#朴有天#亲笔签名礼品哦[hold住]
1,好多老师[哈哈][哈哈]
1,人总是要去做各种各样的选择，不管经历了怎样的心理挣扎与抉择，最终还是确定了，不管怎样，希望我这次交给自己的选择是对的，也算圆了自己的梦吧～孙小奇同志，你的新生活开始了，我怎么开始矫情了呢～@郑忠阳v 同志，给我弄个欢迎式吧！[嘻嘻]
1,托马斯瓦萨里，匈牙利钢琴大师，也是肖邦奖得主。今晚来听八十岁大师的演绎，嗯，以后夜蒲改音乐会，也不赖嘛[爱你]
1,[哈哈]//@ll雪雪酱: 转发微博
1,吃完烤鱼又和朋友一起吃了笨NANA~今天的香蕉皮有点厚~剥的好看的是偶的[哈哈]~旁边那个是@李Lu路 ~@Miss三三 @微吃货
1,我在杭州给你们加油[鼓掌][鼓掌]
1,想去达尔文，想去美娜多、想去兰卡威、想去巴厘岛、想去龙目岛。。。。。。想去的太多了！[嘻嘻]@阿历克斯2010 @何欣怡-中国蛋宝宝 @抗体QQ @驻牙
1,[哈哈]//@电子骑士: 唉。。。 //@娜斯:关于申请政治庇护这事，我亲身有体会，在一个移民律师事务所干过几天，那美国律师就是帮人编假经历，政治迫害，宗教迫害，计划生育。但那些福建申请人背都背不下来，需要助理教。
1,//@承继华韵: 哈哈 观众很热情 [嘻嘻]
1,欢迎地产金融家们常来@潮汕渔家 聚聚聊聊！[鼓掌][good]感谢@范国才 和@首创华夏都丹 让俺认识这么多好朋友！[握手]
1,我选2，潮搭DKNY，主要是喜欢那个搭配的鞋，如果按裙子挑选的话我觉得1也很美啊?[偷笑]@SaraTong 你说呢？臭美妞?[哈哈]
1,[赞][赞][赞][爱你][爱你][爱你]
1,蟹啦，蟹谢！[嘻嘻]
1,Abby给大家拜年啦~调皮的祥龙摆尾，扫除烦恼，振我龙威，祝大伙2012生龙活虎@美图GIF大赛   #美图GIF#[爱你][威武]
1,活动详情http://t.cn/zHrjCXU 深夜，最温暖你心的食物[心]――每个忙碌的都市人都希望有这样地方，在最平凡食物里，品尝到最不平凡的百味人生！我们准备好佳片美食，等你来分享美食故事～现场观众还可抽奖浦睿提供《深夜食堂》5~8集新书、笔记本、精美书签…[鼓掌]@朝南阳台@孙晔 //@清泉浅井:[爱你]
1,救了我，本来想干一通宵的[嘻嘻]
1,[哈哈] 权且拿这个当借口搪塞搪塞老妈好啦！//@全球流行风尚：.
1,万元大奖 征集夜游龙门广告语 ----夜游龙门，不一样的感觉！//@龙门石窟景区: 回复@?不起的数码发烧友:e mail行，电子邮箱：lmjtggb@163.com邮件主题注明“夜游龙门形象宣传口号投稿”。[嘻嘻] //@?不起的数码发烧友:只能信件形式？e mail行不或者私信
1,语气很轻松，可表情还是2012啊…[哈哈]
1,这伞倒更衬托出了首相童鞋的绅士风度，国母则依旧那么优雅淡定，喜欢这样的画面[嘻嘻]//@金歌UK:要是卡梅伦为昂山素季撑一把细花儿阳伞，岂不更诗意，哈哈 //@英国驻重庆总领事馆:绵绵雨丝一牵长，庭中草木略芬芳，近旁绅士撑破伞，婷婷一人立在旁。忽略左边打油诗不计，来猜猜她是谁？
1,好萌好可爱的Hello Kitty 主题的时尚婚礼啊，祝福新人新婚快乐，百年好合[太开心]
1,挪鸡鸭[哈哈] //@DCCI互联网数据中心:诺基亚？
1,//@陈朝华:“没有人知道我一直爱着你。我怀揣着对你的爱，就像是怀揣着赃物的窃贼一样，从来不敢把自己暴露在光天化日之下。” //@刘春:好冷的一瞥啊[嘻嘻]
1,是榆钱不是@于谦 ~年轻的小伙伴们不要搞错哇~于老师，您好这口么？[嘻嘻][馋嘴]
1,南城的兄弟姐妹，你们今天吃锦芳的元宵了吗[嘻嘻]@Daniel风的来世 @艾蒿的leaf-freeskizone @百变小洁 @可爱淘桃 @--时光穿梭-- @app手机爽行云端
1,前四名全是奥迪[鼓掌]@海毅dorange
1,[哈哈][哈哈]可怜的麦当当，这不是招砖盖墙么 //@SocialBeta:[微评]@王婧Jean: 社会化平台是平等开放随意的，但并不意味着企业的行为也可以如此，任何社会化行动背后都应该有严谨的研究支撑。要提倡 #假随意，真做作#
1,lilililibest50[亲亲][亲亲]
1,[赞] //@微博搞笑排行榜:太形象了有木有！！[嘻嘻]你妈是这样的么？[偷笑]
1,俾斯麦不仅铁血而且腹黑，1854年他听说俄国撤回驻法大使的消息（标志法国将因为克里米亚对俄宣战），在日记里写自己琢磨着拿这个消息吓唬谁，出门一看迈耶 罗斯柴尔德正坐在门口，于是就告诉他了。然后饶有兴致的观察迈耶的脸先吓得惨白，然后喃喃的说“我要是早上知道就来得及把债券卖了”[哈哈]
1,The Scenery Vintage Farm或羊村位于泰国中部叻不府(Rathaburi)的Suan Phueng区。大家可以观赏比较可爱的羊群、亲自喂羊或乘坐摩天轮观景。此外，游客还可以参与射箭、骑马、玩游戏等活动。营业时间：周一到周五10:00-18:00；周末及节假日8:30-18:30。另外，门票还可以换取小羊喜爱吃的食物[太开心]
1,[哈哈]提出要求让老公保持旺盛动力吧！ //@梁珊SuSan:动力源都差不多。
1,俺失眠  可以见证[嘻嘻]//@半瓶子醋1962:@一杯白开水1962 @得得瑟瑟的二人世界 @王旭de美食影像 @魔女降临人间  //@沈阳最美食:所谓的2012末日，只不过是连续三天黑夜
